Seq,Stamp,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,C1_Roll,C2_Pitch,C3_Throttle,,T_US,Roll,Pitch,Yaw,x,y,z
12732,17:46.2,191678820,-7.4,-2.39,4.23,-11.63,22.5557741,88.3084524,1104,1565,1846,,12024344,-7.4,-2.39,4.23,0.0001759,0.0001798,0.43
12766,17:46.3,191717756,-6.32,-0.13,2.54,-11.51,22.5557827,88.3084574,1101,1571,1846,,12063280,-6.32,-0.13,2.54,0.0001845,0.0001848,0.55
12805,17:46.3,191757878,-7.05,0.2,1.87,-11.51,22.5557827,88.3084574,1098,1574,1846,,12103402,-7.05,0.2,1.87,0.0001845,0.0001848,0.55
12841,17:46.3,191796816,-8.69,-0.06,1.69,-11.51,22.5557827,88.3084574,1098,1574,1846,,12142340,-8.69,-0.06,1.69,0.0001845,0.0001848,0.55
12874,17:46.4,191837039,-9.99,0.99,1.21,-11.51,22.5557827,88.3084574,1101,1573,1846,,12182563,-9.99,0.99,1.21,0.0001845,0.0001848,0.55
12915,17:46.4,191878931,-11.3,0.8,0.99,-11.7,22.5557919,88.3084608,1101,1571,1846,,12224455,-11.3,0.8,0.99,0.0001937,0.0001882,0.36
12949,17:46.5,191917076,-11.11,-0.76,0.59,-11.7,22.5557919,88.3084608,1102,1570,1846,,12262600,-11.11,-0.76,0.59,0.0001937,0.0001882,0.36
12990,17:46.5,191957620,-8.93,-1.87,359.23,-11.7,22.5557919,88.3084608,1104,1570,1846,,12303144,-8.93,-1.87,359.23,0.0001937,0.0001882,0.36
13025,17:46.5,191996664,-7.57,0.28,357.35,-11.7,22.5557919,88.3084608,1104,1570,1846,,12342188,-7.57,0.28,357.35,0.0001937,0.0001882,0.36
13058,17:46.6,192036710,-7.94,1.13,356.39,-11.7,22.5557919,88.3084608,1104,1570,1846,,12382234,-7.94,1.13,356.39,0.0001937,0.0001882,0.36
13101,17:46.6,192077969,-9.66,0.67,356.16,-11.72,22.5558003,88.308465,1107,1567,1846,,12423493,-9.66,0.67,356.16,0.0002021,0.0001924,0.34
13135,17:46.7,192116937,-10.93,1.71,355.65,-11.72,22.5558003,88.308465,1107,1565,1846,,12462461,-10.93,1.71,355.65,0.0002021,0.0001924,0.34
13174,17:46.7,192157029,-12.15,1.77,355.32,-11.72,22.5558003,88.308465,1108,1564,1846,,12502553,-12.15,1.77,355.32,0.0002021,0.0001924,0.34
13209,17:46.7,192196427,-12.36,0.31,355,-11.72,22.5558003,88.308465,1110,1564,1846,,12541951,-12.36,0.31,355,0.0002021,0.0001924,0.34
13242,17:46.8,192236562,-10.52,-1.11,353.89,-11.72,22.5558003,88.308465,1108,1565,1846,,12582086,-10.52,-1.11,353.89,0.0002021,0.0001924,0.34
13283,17:46.8,192278269,-8.4,0.74,351.77,-11.72,22.5558003,88.308465,1107,1565,1846,,12623793,-8.4,0.74,351.77,0.0002021,0.0001924,0.34
13318,17:46.9,192317897,-8.48,1.86,350.55,-11.89,22.5558091,88.3084682,1108,1565,1846,,12663421,-8.48,1.86,350.55,0.0002109,0.0001956,0.17
13358,17:46.9,192357776,-10.14,1.29,350.22,-11.89,22.5558091,88.3084682,1110,1571,1845,,12703300,-10.14,1.29,350.22,0.0002109,0.0001956,0.17
13393,17:46.9,192396232,-11.4,2.28,349.65,-11.89,22.5558091,88.3084682,1110,1571,1842,,12741756,-11.4,2.28,349.65,0.0002109,0.0001956,0.17
13426,17:47.0,192436675,-12.76,2.56,349.16,-11.89,22.5558091,88.3084682,1110,1570,1836,,12782199,-12.76,2.56,349.16,0.0002109,0.0001956,0.17
13467,17:47.0,192478528,-13.48,1.34,348.81,-11.89,22.5558091,88.3084682,1111,1570,1836,,12824052,-13.48,1.34,348.81,0.0002109,0.0001956,0.17
13501,17:47.1,192517264,-11.84,-0.19,347.76,-11.37,22.5558192,88.3084678,1116,1571,1836,,12862788,-11.84,-0.19,347.76,0.000221,0.0001952,0.69
13541,17:47.1,192557703,-10.05,1.22,345.66,-11.37,22.5558192,88.3084678,1139,1570,1835,,12903227,-10.05,1.22,345.66,0.000221,0.0001952,0.69
13578,17:47.1,192596694,-9.14,2.79,344.1,-11.37,22.5558192,88.3084678,1152,1564,1833,,12942218,-9.14,2.79,344.1,0.000221,0.0001952,0.69
13611,17:47.2,192636647,-10.73,2.26,343.68,-11.37,22.5558192,88.3084678,1151,1561,1833,,12982171,-10.73,2.26,343.68,0.000221,0.0001952,0.69
13652,17:47.2,192677995,-12.07,3.04,343.19,-11.37,22.5558192,88.3084678,1146,1561,1833,,13023519,-12.07,3.04,343.19,0.000221,0.0001952,0.69
13686,17:47.3,192718451,-13.44,3.54,342.73,-11.28,22.5558292,88.3084675,1144,1560,1832,,13063975,-13.44,3.54,342.73,0.000231,0.0001949,0.78
13725,17:47.3,192757414,-14.6,2.4,342.56,-11.28,22.5558292,88.3084675,1142,1560,1833,,13102938,-14.6,2.4,342.56,0.000231,0.0001949,0.78
13760,17:47.3,192796991,-13.46,0.6,341.87,-11.28,22.5558292,88.3084675,1142,1561,1833,,13142515,-13.46,0.6,341.87,0.000231,0.0001949,0.78
13794,17:47.4,192836925,-11.17,1.22,339.74,-11.28,22.5558292,88.3084675,1139,1561,1833,,13182449,-11.17,1.22,339.74,0.000231,0.0001949,0.78
13835,17:47.4,192878405,-9.07,3.09,337.97,-11.28,22.5558292,88.3084675,1136,1562,1833,,13223929,-9.07,3.09,337.97,0.000231,0.0001949,0.78
13869,17:47.5,192917742,-10.24,2.5,337.34,-10.57,22.5558396,88.3084662,1132,1570,1835,,13263266,-10.24,2.5,337.34,0.0002414,0.0001936,1.49
13910,17:47.5,192957783,-11.64,2.93,336.68,-10.57,22.5558396,88.3084662,1132,1570,1835,,13303307,-11.64,2.93,336.68,0.0002414,0.0001936,1.49
13945,17:47.5,192996443,-13.1,3.56,335.86,-10.57,22.5558396,88.3084662,1132,1570,1835,,13341967,-13.1,3.56,335.86,0.0002414,0.0001936,1.49
13978,17:47.6,193036683,-14.5,2.58,335.42,-10.57,22.5558396,88.3084662,1133,1570,1835,,13382207,-14.5,2.58,335.42,0.0002414,0.0001936,1.49
14019,17:47.6,193078203,-13.86,0.78,334.6,-10.57,22.5558396,88.3084662,1132,1570,1835,,13423727,-13.86,0.78,334.6,0.0002414,0.0001936,1.49
14055,17:47.7,193117519,-11.68,0.71,332.34,-9.78,22.5558503,88.3084653,1132,1570,1835,,13463043,-11.68,0.71,332.34,0.0002521,0.0001927,2.28
14094,17:47.7,193157610,-9.35,2.81,330.23,-9.78,22.5558503,88.3084653,1132,1570,1835,,13503134,-9.35,2.81,330.23,0.0002521,0.0001927,2.28
14129,17:47.7,193196735,-10.03,2.46,329.31,-9.78,22.5558503,88.3084653,1132,1571,1835,,13542259,-10.03,2.46,329.31,0.0002521,0.0001927,2.28
14162,17:47.8,193236611,-11.3,2.49,328.57,-9.78,22.5558503,88.3084653,1132,1573,1835,,13582135,-11.3,2.49,328.57,0.0002521,0.0001927,2.28
14203,17:47.8,193277794,-12.65,3.21,327.53,-9.78,22.5558503,88.3084653,1130,1574,1833,,13623318,-12.65,3.21,327.53,0.0002521,0.0001927,2.28
14237,17:47.9,193318012,-14.13,2.42,326.95,-9.49,22.5558611,88.3084635,1126,1574,1835,,13663536,-14.13,2.42,326.95,0.0002629,0.0001909,2.57
14277,17:47.9,193357054,-13.98,0.58,326.16,-9.49,22.5558611,88.3084635,1113,1574,1835,,13702578,-13.98,0.58,326.16,0.0002629,0.0001909,2.57
14313,17:47.9,193396673,-11.78,-0.22,324.07,-9.49,22.5558611,88.3084635,1117,1582,1835,,13742197,-11.78,-0.22,324.07,0.0002629,0.0001909,2.57
14346,17:48.0,193436500,-9.71,1.94,321.69,-9.49,22.5558611,88.3084635,1126,1582,1832,,13782024,-9.71,1.94,321.69,0.0002629,0.0001909,2.57
14387,17:48.0,193477640,-10.12,1.98,320.59,-9.49,22.5558611,88.3084635,1113,1578,1830,,13823164,-10.12,1.98,320.59,0.0002629,0.0001909,2.57
14421,17:48.1,193517710,-11.3,1.84,319.89,-9.599999,22.5558693,88.3084602,1107,1577,1829,,13863234,-11.3,1.84,319.89,0.0002711,0.0001876,2.460001
14460,17:48.1,193557869,-12.83,2.78,318.86,-9.599999,22.5558693,88.3084602,1107,1577,1829,,13903393,-12.83,2.78,318.86,0.0002711,0.0001876,2.460001
14496,17:48.1,193596574,-14.32,2.28,318.28,-9.599999,22.5558693,88.3084602,1110,1574,1826,,13942098,-14.32,2.28,318.28,0.0002711,0.0001876,2.460001
14531,17:48.2,193636715,-14.31,0.6,317.54,-9.599999,22.5558693,88.3084602,1113,1574,1826,,13982239,-14.31,0.6,317.54,0.0002711,0.0001876,2.460001
14572,17:48.2,193678937,-12.13,-0.5,315.65,-9.599999,22.5558693,88.3084602,1124,1576,1826,,14024461,-12.13,-0.5,315.65,0.0002711,0.0001876,2.460001
14606,17:48.3,193717998,-10.32,1.5,313.23,-9.8,22.5558769,88.3084561,1120,1578,1826,,14063522,-10.32,1.5,313.23,0.0002787,0.0001835,2.26
14644,17:48.3,193757799,-10.04,1.92,311.94,-9.8,22.5558769,88.3084561,1114,1582,1826,,14103323,-10.04,1.92,311.94,0.0002787,0.0001835,2.26
14680,17:48.3,193797014,-11.37,1.49,311.29,-9.8,22.5558769,88.3084561,1114,1582,1826,,14142538,-11.37,1.49,311.29,0.0002787,0.0001835,2.26
14714,17:48.4,193836968,-12.82,2.52,310.31,-9.8,22.5558769,88.3084561,1120,1582,1826,,14182492,-12.82,2.52,310.31,0.0002787,0.0001835,2.26
14755,17:48.4,193877906,-14.21,2.28,309.64,-9.8,22.5558769,88.3084561,1124,1582,1826,,14223430,-14.21,2.28,309.64,0.0002787,0.0001835,2.26
14789,17:48.5,193917761,-14.37,0.72,308.94,-9.849999,22.5558848,88.3084505,1129,1589,1826,,14263285,-14.37,0.72,308.94,0.0002866,0.0001779,2.210001
14827,17:48.5,193957071,-12.32,-0.71,307.36,-9.849999,22.5558848,88.3084505,1142,1590,1826,,14302595,-12.32,-0.71,307.36,0.0002866,0.0001779,2.210001
14864,17:48.5,193996535,-10.21,1.09,304.81,-9.849999,22.5558848,88.3084505,1144,1592,1826,,14342059,-10.21,1.09,304.81,0.0002866,0.0001779,2.210001
14898,17:48.6,194036650,-9.96,1.92,303.32,-9.849999,22.5558848,88.3084505,1198,1600,1828,,14382174,-9.96,1.92,303.32,0.0002866,0.0001779,2.210001
14939,17:48.6,194077979,-11.43,1.36,302.65,-9.849999,22.5558848,88.3084505,1202,1600,1828,,14423503,-11.43,1.36,302.65,0.0002866,0.0001779,2.210001
14973,17:48.7,194117534,-12.71,2.61,301.75,-10.13,22.555892,88.3084451,1208,1602,1828,,14463058,-12.71,2.61,301.75,0.0002938,0.0001725,1.93
15013,17:48.7,194157823,-14.08,2.77,301.12,-10.13,22.555892,88.3084451,1206,1609,1829,,14503347,-14.08,2.77,301.12,0.0002938,0.0001725,1.93
15050,17:48.7,194196519,-14.62,1.43,300.67,-10.13,22.555892,88.3084451,1206,1608,1829,,14542043,-14.62,1.43,300.67,0.0002938,0.0001725,1.93
15084,17:48.8,194236643,-12.79,-0.03,299.44,-10.13,22.555892,88.3084451,1208,1600,1829,,14582167,-12.79,-0.03,299.44,0.0002938,0.0001725,1.93
15125,17:48.8,194277803,-10.54,1.55,297.15,-10.13,22.555892,88.3084451,1208,1599,1829,,14623327,-10.54,1.55,297.15,0.0002938,0.0001725,1.93
15159,17:48.9,194317678,-9.52,2.75,295.4,-10.69,22.5558978,88.3084392,1209,1590,1829,,14663202,-9.52,2.75,295.4,0.0002996,0.0001666,1.37
15198,17:48.9,194357514,-10.75,1.87,294.68,-10.69,22.5558978,88.3084392,1209,1587,1829,,14703038,-10.75,1.87,294.68,0.0002996,0.0001666,1.37
15234,17:48.9,194396276,-11.91,2.73,293.85,-10.69,22.5558978,88.3084392,1208,1582,1829,,14741800,-11.91,2.73,293.85,0.0002996,0.0001666,1.37
15268,17:49.0,194436678,-13.47,3.09,293.14,-10.69,22.5558978,88.3084392,1209,1578,1829,,14782202,-13.47,3.09,293.14,0.0002996,0.0001666,1.37
15309,17:49.0,194477254,-14.51,1.81,292.78,-10.69,22.5558978,88.3084392,1211,1576,1829,,14822778,-14.51,1.81,292.78,0.0002996,0.0001666,1.37
15343,17:49.1,194517914,-13.43,0,291.87,-10.81,22.5559032,88.3084312,1211,1570,1828,,14863438,-13.43,0,291.87,0.000305,0.0001586,1.25
15382,17:49.1,194557392,-11.11,0.72,289.62,-10.81,22.5559032,88.3084312,1211,1567,1826,,14902916,-11.11,0.72,289.62,0.000305,0.0001586,1.25
15417,17:49.1,194596660,-9.13,2.3,287.75,-10.81,22.5559032,88.3084312,1214,1565,1826,,14942184,-9.13,2.3,287.75,0.000305,0.0001586,1.25
15451,17:49.2,194636648,-10.09,1.37,287,-10.81,22.5559032,88.3084312,1218,1560,1824,,14982172,-10.09,1.37,287,0.000305,0.0001586,1.25
15494,17:49.2,194678929,-11.38,1.72,286.28,-10.77,22.555908,88.3084224,1218,1558,1823,,15024453,-11.38,1.72,286.28,0.0003098,0.0001498,1.29
15528,17:49.3,194717842,-12.98,2.04,285.53,-10.77,22.555908,88.3084224,1218,1556,1823,,15063366,-12.98,2.04,285.53,0.0003098,0.0001498,1.29
15566,17:49.3,194757892,-14.27,0.69,285.22,-10.77,22.555908,88.3084224,1217,1556,1823,,15103416,-14.27,0.69,285.22,0.0003098,0.0001498,1.29
15601,17:49.3,194796980,-13.62,-1.37,284.49,-10.77,22.555908,88.3084224,1214,1556,1823,,15142504,-13.62,-1.37,284.49,0.0003098,0.0001498,1.29
15635,17:49.4,194837006,-11.45,-1.44,282.47,-10.77,22.555908,88.3084224,1211,1554,1822,,15182530,-11.45,-1.44,282.47,0.0003098,0.0001498,1.29
15677,17:49.4,194878584,-9,0.69,280.42,-10.77,22.555908,88.3084224,1196,1554,1822,,15224108,-9,0.69,280.42,0.0003098,0.0001498,1.29
15711,17:49.5,194917420,-9.49,0.37,279.42,-11,22.555912,88.3084139,1170,1561,1822,,15262944,-9.49,0.37,279.42,0.0003138,0.0001413,1.06
15749,17:49.5,194957475,-10.96,0.54,278.64,-11,22.555912,88.3084139,1155,1564,1822,,15302999,-10.96,0.54,278.64,0.0003138,0.0001413,1.06
15786,17:49.5,194996393,-12.51,1.33,277.65,-11,22.555912,88.3084139,1139,1570,1822,,15341917,-12.51,1.33,277.65,0.0003138,0.0001413,1.06
15820,17:49.6,195036747,-13.94,0.44,277.14,-11,22.555912,88.3084139,1138,1570,1820,,15382271,-13.94,0.44,277.14,0.0003138,0.0001413,1.06
15861,17:49.6,195077515,-13.84,-1.38,276.35,-11,22.555912,88.3084139,1133,1571,1819,,15423039,-13.84,-1.38,276.35,0.0003138,0.0001413,1.06
15895,17:49.7,195117699,-11.64,-1.93,274.19,-10.63,22.5559145,88.3084037,1132,1573,1819,,15463223,-11.64,-1.93,274.19,0.0003163,0.0001311,1.43
15933,17:49.7,195157074,-9.41,0.45,271.79,-10.63,22.5559145,88.3084037,1129,1574,1819,,15502598,-9.41,0.45,271.79,0.0003163,0.0001311,1.43
15970,17:49.7,195196516,-9.69,0.79,270.63,-10.63,22.5559145,88.3084037,1126,1574,1819,,15542040,-9.69,0.79,270.63,0.0003163,0.0001311,1.43
16004,17:49.8,195236452,-11.11,0.89,269.87,-10.63,22.5559145,88.3084037,1124,1574,1819,,15581976,-11.11,0.89,269.87,0.0003163,0.0001311,1.43
16045,17:49.8,195278245,-12.75,1.91,268.84,-10.63,22.5559145,88.3084037,1124,1574,1819,,15623769,-12.75,1.91,268.84,0.0003163,0.0001311,1.43
16079,17:49.9,195317918,-14.23,1.43,268.26,-10.73,22.5559167,88.3083931,1126,1576,1819,,15663442,-14.23,1.43,268.26,0.0003185,0.0001205,1.33
16117,17:49.9,195357780,-14.24,-0.36,267.57,-10.73,22.5559167,88.3083931,1126,1576,1819,,15703304,-14.24,-0.36,267.57,0.0003185,0.0001205,1.33
16154,17:49.9,195396579,-12.14,-1.36,265.75,-10.73,22.5559167,88.3083931,1129,1574,1819,,15742103,-12.14,-1.36,265.75,0.0003185,0.0001205,1.33
16188,17:50.0,195436720,-10.23,0.85,263.31,-10.73,22.5559167,88.3083931,1132,1574,1819,,15782244,-10.23,0.85,263.31,0.0003185,0.0001205,1.33
16229,17:50.0,195478291,-9.73,1.63,262.03,-10.73,22.5559167,88.3083931,1146,1571,1819,,15823815,-9.73,1.63,262.03,0.0003185,0.0001205,1.33
16263,17:50.1,195517066,-11.1,1.47,261.4,-11.18,22.555918,88.308382,1152,1565,1819,,15862590,-11.1,1.47,261.4,0.0003198,0.0001094,0.88
16303,17:50.1,195557795,-12.84,2.42,260.52,-11.18,22.555918,88.308382,1155,1565,1819,,15903319,-12.84,2.42,260.52,0.0003198,0.0001094,0.88
16338,17:50.1,195596302,-14.22,2.09,260.01,-11.18,22.555918,88.308382,1157,1565,1819,,15941826,-14.22,2.09,260.01,0.0003198,0.0001094,0.88
16372,17:50.2,195636685,-14.36,0.13,259.58,-11.18,22.555918,88.308382,1155,1568,1819,,15982209,-14.36,0.13,259.58,0.0003198,0.0001094,0.88
16413,17:50.2,195678707,-12.26,-1.45,258.21,-11.18,22.555918,88.308382,1155,1570,1819,,16024231,-12.26,-1.45,258.21,0.0003198,0.0001094,0.88
16449,17:50.3,195718433,-10.23,0.41,255.86,-11.34,22.5559173,88.3083704,1152,1578,1819,,16063957,-10.23,0.41,255.86,0.0003191,9.78E-05,0.72
16489,17:50.3,195757408,-9.68,1.63,254.32,-11.34,22.5559173,88.3083704,1152,1592,1819,,16102932,-9.68,1.63,254.32,0.0003191,9.78E-05,0.72
16524,17:50.3,195797062,-11.04,1.52,253.58,-11.34,22.5559173,88.3083704,1152,1593,1819,,16142586,-11.04,1.52,253.58,0.0003191,9.78E-05,0.72
16558,17:50.4,195836721,-12.57,2.78,252.59,-11.34,22.5559173,88.3083704,1152,1595,1819,,16182245,-12.57,2.78,252.59,0.0003191,9.78E-05,0.72
16599,17:50.4,195878620,-14.11,3.01,251.86,-11.34,22.5559173,88.3083704,1152,1593,1819,,16224144,-14.11,3.01,251.86,0.0003191,9.78E-05,0.72
16634,17:50.5,195917685,-14.63,1.71,251.28,-11.13,22.5559152,88.3083588,1155,1593,1819,,16263209,-14.63,1.71,251.28,0.000317,8.62E-05,0.93
16672,17:50.5,195957620,-13.07,0.28,250.02,-11.13,22.5559152,88.3083588,1158,1592,1819,,16303144,-13.07,0.28,250.02,0.000317,8.62E-05,0.93
16707,17:50.5,195996535,-10.87,2.06,247.61,-11.13,22.5559152,88.3083588,1174,1592,1819,,16342059,-10.87,2.06,247.61,0.000317,8.62E-05,0.93
16743,17:50.6,196036762,-10.1,3.48,245.96,-11.13,22.5559152,88.3083588,1176,1590,1819,,16382286,-10.1,3.48,245.96,0.000317,8.62E-05,0.93
16783,17:50.6,196078283,-11.38,3.08,245.28,-11.13,22.5559152,88.3083588,1177,1590,1819,,16423807,-11.38,3.08,245.28,0.000317,8.62E-05,0.93
16817,17:50.7,196117225,-12.9,3.91,244.5,-11.36,22.5559135,88.3083474,1192,1589,1819,,16462749,-12.9,3.91,244.5,0.0003153,7.48E-05,0.7
16856,17:50.7,196157570,-14.46,4.27,243.85,-11.36,22.5559135,88.3083474,1221,1580,1819,,16503094,-14.46,4.27,243.85,0.0003153,7.48E-05,0.7
16891,17:50.7,196196396,-15.54,2.89,243.57,-11.36,22.5559135,88.3083474,1258,1571,1819,,16541920,-15.54,2.89,243.57,0.0003153,7.48E-05,0.7
16927,17:50.8,196236791,-14.41,0.97,242.79,-11.36,22.5559135,88.3083474,1271,1570,1819,,16582315,-14.41,0.97,242.79,0.0003153,7.48E-05,0.7
16967,17:50.8,196277498,-12.26,1.83,240.69,-11.36,22.5559135,88.3083474,1287,1570,1819,,16623022,-12.26,1.83,240.69,0.0003153,7.48E-05,0.7
17001,17:50.9,196317945,-10.37,3.6,238.78,-11.07,22.5559111,88.3083351,1312,1567,1817,,16663469,-10.37,3.6,238.78,0.0003129,6.25E-05,0.99
17040,17:50.9,196357690,-11.11,3.1,237.88,-11.07,22.5559111,88.3083351,1324,1562,1817,,16703214,-11.11,3.1,237.88,0.0003129,6.25E-05,0.99
17076,17:50.9,196396626,-12.78,3.35,237.15,-11.07,22.5559111,88.3083351,1337,1562,1817,,16742150,-12.78,3.35,237.15,0.0003129,6.25E-05,0.99
17111,17:51.0,196436848,-14.5,3.46,236.67,-11.07,22.5559111,88.3083351,1348,1562,1817,,16782372,-14.5,3.46,236.67,0.0003129,6.25E-05,0.99
17151,17:51.0,196478005,-15.68,1.6,236.69,-11.07,22.5559111,88.3083351,1337,1562,1817,,16823529,-15.68,1.6,236.69,0.0003129,6.25E-05,0.99
17185,17:51.1,196517516,-14.87,-0.94,236.44,-11.11,22.5559061,88.3083243,1312,1574,1817,,16863040,-14.87,-0.94,236.44,0.0003079,5.17E-05,0.95
17225,17:51.1,196557891,-12.78,-1.3,234.85,-11.11,22.5559061,88.3083243,1268,1587,1817,,16903415,-12.78,-1.3,234.85,0.0003079,5.17E-05,0.95
17260,17:51.1,196596464,-10.04,0.95,232.91,-11.11,22.5559061,88.3083243,1242,1596,1817,,16941988,-10.04,0.95,232.91,0.0003079,5.17E-05,0.95
17294,17:51.2,196636664,-9.9,1.52,231.67,-11.11,22.5559061,88.3083243,1240,1598,1817,,16982188,-9.9,1.52,231.67,0.0003079,5.17E-05,0.95
17334,17:51.2,196678483,-11.58,2.21,230.63,-11.11,22.5559061,88.3083243,1234,1599,1817,,17024007,-11.58,2.21,230.63,0.0003079,5.17E-05,0.95
17368,17:51.3,196717929,-13.28,3.21,229.57,-11.17,22.5559018,88.3083142,1231,1600,1817,,17063453,-13.28,3.21,229.57,0.0003036,4.16E-05,0.89
17409,17:51.3,196758955,-14.58,2.38,229.02,-11.17,22.5559018,88.3083142,1227,1602,1817,,17104479,-14.58,2.38,229.02,0.0003036,4.16E-05,0.89
17444,17:51.3,196796867,-14.3,0.51,228.36,-11.17,22.5559018,88.3083142,1224,1604,1817,,17142391,-14.3,0.51,228.36,0.0003036,4.16E-05,0.89
17478,17:51.4,196836948,-12.19,0.23,226.33,-11.17,22.5559018,88.3083142,1224,1606,1817,,17182472,-12.19,0.23,226.33,0.0003036,4.16E-05,0.89
17519,17:51.4,196877446,-9.73,2.83,224.06,-11.17,22.5559018,88.3083142,1218,1609,1817,,17222970,-9.73,2.83,224.06,0.0003036,4.16E-05,0.89
17553,17:51.5,196917951,-9.73,3.33,222.86,-11.22,22.5558972,88.3083039,1218,1616,1817,,17263475,-9.73,3.33,222.86,0.000299,3.13E-05,0.84
17592,17:51.5,196958827,-11.32,3.55,222.05,-11.22,22.5558972,88.3083039,1217,1618,1817,,17304351,-11.32,3.55,222.05,0.000299,3.13E-05,0.84
17627,17:51.5,196996590,-13.16,4.75,221.06,-11.22,22.5558972,88.3083039,1217,1621,1816,,17342114,-13.16,4.75,221.06,0.000299,3.13E-05,0.84
17663,17:51.6,197036640,-14.61,4.18,220.62,-11.22,22.5558972,88.3083039,1217,1622,1816,,17382164,-14.61,4.18,220.62,0.000299,3.13E-05,0.84
17703,17:51.6,197077964,-14.74,2.39,220.15,-11.22,22.5558972,88.3083039,1217,1624,1816,,17423488,-14.74,2.39,220.15,0.000299,3.13E-05,0.84
17737,17:51.7,197117791,-12.9,1.62,218.59,-11.49,22.5558899,88.3082963,1218,1625,1816,,17463315,-12.9,1.62,218.59,0.0002917,2.37E-05,0.57
17776,17:51.7,197158815,-11.18,4.17,216.3,-11.49,22.5558899,88.3082963,1231,1625,1816,,17504339,-11.18,4.17,216.3,0.0002917,2.37E-05,0.57
17811,17:51.7,197196493,-11.17,5.21,214.91,-11.49,22.5558899,88.3082963,1258,1625,1816,,17542017,-11.17,5.21,214.91,0.0002917,2.37E-05,0.57
17845,17:51.8,197236866,-12.88,5.33,214.2,-11.49,22.5558899,88.3082963,1271,1625,1816,,17582390,-12.88,5.33,214.2,0.0002917,2.37E-05,0.57
17887,17:51.8,197278263,-14.95,6.65,213.39,-11.48,22.5558818,88.3082908,1337,1596,1816,,17623787,-14.95,6.65,213.39,0.0002836,1.82E-05,0.58
17921,17:51.9,197317643,-16.62,6.47,213.12,-11.48,22.5558818,88.3082908,1363,1587,1816,,17663167,-16.62,6.47,213.12,0.0002836,1.82E-05,0.58
17960,17:51.9,197359006,-16.82,4.31,213.2,-11.48,22.5558818,88.3082908,1385,1574,1814,,17704530,-16.82,4.31,213.2,0.0002836,1.82E-05,0.58
17994,17:51.9,197396008,-15.03,2.65,212.44,-11.48,22.5558818,88.3082908,1406,1573,1814,,17741532,-15.03,2.65,212.44,0.0002836,1.82E-05,0.58
18031,17:52.0,197436707,-13.23,4.31,210.6,-11.48,22.5558818,88.3082908,1407,1565,1813,,17782231,-13.23,4.31,210.6,0.0002836,1.82E-05,0.58
18071,17:52.0,197478005,-12.78,5.38,209,-11.48,22.5558818,88.3082908,1419,1555,1814,,17823529,-12.78,5.38,209,0.0002836,1.82E-05,0.58
18105,17:52.1,197517695,-13.82,4.7,208.13,-12.06,22.5558714,88.3082841,1436,1539,1814,,17863219,-13.82,4.7,208.13,0.0002732,1.15E-05,0
18145,17:52.1,197559083,-16,4.69,207.52,-12.06,22.5558714,88.3082841,1476,1514,1813,,17904607,-16,4.69,207.52,0.0002732,1.15E-05,0
18179,17:52.1,197596536,-17.61,3.54,207.44,-12.06,22.5558714,88.3082841,1482,1511,1814,,17942060,-17.61,3.54,207.44,0.0002732,1.15E-05,0
18214,17:52.2,197636680,-18.02,0.32,207.9,-12.06,22.5558714,88.3082841,1486,1505,1814,,17982204,-18.02,0.32,207.9,0.0002732,1.15E-05,0
18254,17:52.2,197678717,-16.47,-2.68,207.76,-12.06,22.5558714,88.3082841,1494,1501,1814,,18024241,-16.47,-2.68,207.76,0.0002732,1.15E-05,0
18288,17:52.3,197718044,-14.33,-2.09,206.38,-11.89,22.5558623,88.308276,1496,1500,1814,,18063568,-14.33,-2.09,206.38,0.0002641,3.4E-06,0.17
18327,17:52.3,197758984,-13.15,-0.56,204.84,-11.89,22.5558623,88.308276,1500,1500,1814,,18104508,-13.15,-0.56,204.84,0.0002641,3.4E-06,0.17
18363,17:52.3,197797040,-13.67,-0.3,203.63,-11.89,22.5558623,88.308276,1500,1500,1814,,18142564,-13.67,-0.3,203.63,0.0002641,3.4E-06,0.17
18398,17:52.4,197836875,-15.59,-0.21,202.85,-11.89,22.5558623,88.308276,1500,1500,1813,,18182399,-15.59,-0.21,202.85,0.0002641,3.4E-06,0.17
18438,17:52.4,197878081,-17.43,-0.89,202.56,-11.89,22.5558623,88.308276,1500,1500,1814,,18223605,-17.43,-0.89,202.56,0.0002641,3.4E-06,0.17
18473,17:52.5,197917624,-18.48,-3.63,202.94,-11.99,22.555853,88.3082698,1500,1500,1814,,18263148,-18.48,-3.63,202.94,0.0002548,-2.8E-06,0.07
18512,17:52.5,197958769,-17.35,-6.66,202.96,-11.99,22.555853,88.3082698,1500,1500,1814,,18304293,-17.35,-6.66,202.96,0.0002548,-2.8E-06,0.07
18546,17:52.5,197996275,-15.1,-6.34,201.57,-11.99,22.555853,88.3082698,1500,1500,1814,,18341799,-15.1,-6.34,201.57,0.0002548,-2.8E-06,0.07
18583,17:52.6,198036722,-12.99,-4.14,199.86,-11.99,22.555853,88.3082698,1500,1500,1814,,18382246,-12.99,-4.14,199.86,0.0002548,-2.8E-06,0.07
18623,17:52.6,198077997,-12.98,-3.05,198.41,-11.99,22.555853,88.3082698,1500,1500,1814,,18423521,-12.98,-3.05,198.41,0.0002548,-2.8E-06,0.07
