Seq,Stamp,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,C1_Roll,C2_Pitch,C3_Throttle,,T_US,Roll,Pitch,Yaw,x,y,z
24438,17:58.9,204396516,-20.55,7.05,342.53,-15.74,22.5557957,88.3084183,1504,1713,1844,,24742040,-20.55,7.05,342.53,0.0001975,0.0001457,-3.68
24472,17:59.0,204436299,-22.48,8.02,341.22,-15.74,22.5557957,88.3084183,1504,1710,1844,,24781823,-22.48,8.02,341.22,0.0001975,0.0001457,-3.68
24513,17:59.0,204477625,-24.43,8.89,340.3,-15.74,22.5557957,88.3084183,1504,1708,1842,,24823149,-24.43,8.89,340.3,0.0001975,0.0001457,-3.68
24547,17:59.1,204517794,-25.78,7.97,340.11,-16.07,22.5558061,88.3084148,1504,1708,1842,,24863318,-25.78,7.97,340.11,0.0002079,0.0001422,-4.01
24589,17:59.1,204559017,-24.81,6.08,339.77,-16.07,22.5558061,88.3084148,1504,1708,1842,,24904541,-24.81,6.08,339.77,0.0002079,0.0001422,-4.01
24624,17:59.1,204596614,-22.34,6.23,337.65,-16.07,22.5558061,88.3084148,1504,1710,1842,,24942138,-22.34,6.23,337.65,0.0002079,0.0001422,-4.01
24659,17:59.2,204636685,-19.46,7.99,335.18,-16.07,22.5558061,88.3084148,1502,1712,1842,,24982209,-19.46,7.99,335.18,0.0002079,0.0001422,-4.01
24700,17:59.2,204678077,-19.1,8.03,333.49,-16.07,22.5558061,88.3084148,1502,1710,1842,,25023601,-19.1,8.03,333.49,0.0002079,0.0001422,-4.01
24734,17:59.3,204718018,-20.75,8.37,332.17,-15.71,22.5558168,88.3084123,1501,1702,1841,,25063542,-20.75,8.37,332.17,0.0002186,0.0001397,-3.65
24772,17:59.3,204759149,-22.73,9.21,331.05,-15.71,22.5558168,88.3084123,1500,1699,1841,,25104673,-22.73,9.21,331.05,0.0002186,0.0001397,-3.65
24807,17:59.3,204796787,-24.57,8.4,330.75,-15.71,22.5558168,88.3084123,1500,1699,1841,,25142311,-24.57,8.4,330.75,0.0002186,0.0001397,-3.65
24841,17:59.4,204836966,-24.2,6.27,330.56,-15.71,22.5558168,88.3084123,1500,1699,1841,,25182490,-24.2,6.27,330.56,0.0002186,0.0001397,-3.65
24882,17:59.4,204877826,-21.94,5.36,328.73,-15.71,22.5558168,88.3084123,1500,1702,1841,,25223350,-21.94,5.36,328.73,0.0002186,0.0001397,-3.65
24916,17:59.5,204917730,-18.67,7.11,326.19,-15.59,22.5558246,88.3084077,1500,1703,1839,,25263254,-18.67,7.11,326.19,0.0002264,0.0001351,-3.53
24955,17:59.5,204958902,-17.67,7.27,324.4,-15.59,22.5558246,88.3084077,1500,1702,1839,,25304426,-17.67,7.27,324.4,0.0002264,0.0001351,-3.53
24989,17:59.5,204996453,-18.87,7.16,323.1,-15.59,22.5558246,88.3084077,1500,1702,1836,,25341977,-18.87,7.16,323.1,0.0002264,0.0001351,-3.53
25024,17:59.6,205036859,-21.09,7.84,321.94,-15.59,22.5558246,88.3084077,1500,1706,1835,,25382383,-21.09,7.84,321.94,0.0002264,0.0001351,-3.53
25067,17:59.6,205078462,-23.01,7.21,321.58,-15.9,22.5558284,88.3084028,1500,1706,1835,,25423986,-23.01,7.21,321.58,0.0002302,0.0001302,-3.84
25101,17:59.7,205117026,-23.24,5.21,321.5,-15.9,22.5558284,88.3084028,1500,1706,1835,,25462550,-23.24,5.21,321.5,0.0002302,0.0001302,-3.84
25141,17:59.7,205158978,-20.91,3.81,320.08,-15.9,22.5558284,88.3084028,1500,1704,1835,,25504502,-20.91,3.81,320.08,0.0002302,0.0001302,-3.84
25176,17:59.7,205196433,-17.67,5.47,317.59,-15.9,22.5558284,88.3084028,1500,1700,1835,,25541957,-17.67,5.47,317.59,0.0002302,0.0001302,-3.84
25210,17:59.8,205236690,-16.18,6.03,315.59,-15.9,22.5558284,88.3084028,1501,1696,1835,,25582214,-16.18,6.03,315.59,0.0002302,0.0001302,-3.84
25251,17:59.8,205278015,-16.98,5.74,314.2,-15.9,22.5558284,88.3084028,1501,1693,1835,,25623539,-16.98,5.74,314.2,0.0002302,0.0001302,-3.84
25285,17:59.9,205317808,-19.51,6.51,312.97,-15.83,22.5558337,88.3083964,1500,1694,1835,,25663332,-19.51,6.51,312.97,0.0002355,0.0001238,-3.77
25323,17:59.9,205358917,-21.42,6.34,312.38,-15.83,22.5558337,88.3083964,1500,1696,1835,,25704441,-21.42,6.34,312.38,0.0002355,0.0001238,-3.77
25358,17:59.9,205396052,-21.91,4.58,312.13,-15.83,22.5558337,88.3083964,1500,1696,1835,,25741576,-21.91,4.58,312.13,0.0002355,0.0001238,-3.77
25392,18:00.0,205436630,-19.68,2.88,310.95,-15.83,22.5558337,88.3083964,1500,1697,1835,,25782154,-19.68,2.88,310.95,0.0002355,0.0001238,-3.77
25433,18:00.0,205478037,-16.73,4.29,308.51,-15.83,22.5558337,88.3083964,1500,1699,1836,,25823561,-16.73,4.29,308.51,0.0002355,0.0001238,-3.77
25467,18:00.1,205517833,-15.21,5.13,306.44,-15.75,22.5558402,88.3083891,1500,1697,1835,,25863357,-15.21,5.13,306.44,0.000242,0.0001165,-3.69
25508,18:00.1,205559022,-15.77,4.73,305.06,-15.75,22.5558402,88.3083891,1500,1699,1835,,25904546,-15.77,4.73,305.06,0.000242,0.0001165,-3.69
25545,18:00.1,205596668,-18.09,5.58,303.9,-15.75,22.5558402,88.3083891,1501,1700,1836,,25942192,-18.09,5.58,303.9,0.000242,0.0001165,-3.69
25579,18:00.2,205636680,-19.99,5.92,303.23,-15.75,22.5558402,88.3083891,1500,1700,1835,,25982204,-19.99,5.92,303.23,0.000242,0.0001165,-3.69
25620,18:00.2,205677904,-20.82,4.61,302.97,-15.75,22.5558402,88.3083891,1500,1702,1836,,26023428,-20.82,4.61,302.97,0.000242,0.0001165,-3.69
25655,18:00.3,205718630,-19.18,2.95,302.11,-15.26,22.5558462,88.3083808,1500,1708,1836,,26064154,-19.18,2.95,302.11,0.000248,0.0001082,-3.2
25695,18:00.3,205758952,-16.45,4.04,299.79,-15.26,22.5558462,88.3083808,1500,1706,1836,,26104476,-16.45,4.04,299.79,0.000248,0.0001082,-3.2
25730,18:00.3,205796867,-14.55,5.24,297.66,-15.26,22.5558462,88.3083808,1500,1706,1836,,26142391,-14.55,5.24,297.66,0.000248,0.0001082,-3.2
25764,18:00.4,205837012,-14.71,4.77,296.23,-15.26,22.5558462,88.3083808,1500,1708,1836,,26182536,-14.71,4.77,296.23,0.000248,0.0001082,-3.2
25805,18:00.4,205877968,-16.59,5.42,295.17,-15.26,22.5558462,88.3083808,1500,1719,1836,,26223492,-16.59,5.42,295.17,0.000248,0.0001082,-3.2
25839,18:00.5,205917496,-18.44,6.27,294.44,-14.78,22.5558514,88.3083716,1500,1720,1836,,26263020,-18.44,6.27,294.44,0.0002532,9.9E-05,-2.72
25877,18:00.5,205958980,-19.9,5.52,294.25,-14.78,22.5558514,88.3083716,1500,1719,1835,,26304504,-19.9,5.52,294.25,0.0002532,9.9E-05,-2.72
25912,18:00.5,205996015,-18.88,4,293.74,-14.78,22.5558514,88.3083716,1500,1716,1835,,26341539,-18.88,4,293.74,0.0002532,9.9E-05,-2.72
25946,18:00.6,206036781,-16.34,4.52,291.59,-14.78,22.5558514,88.3083716,1500,1713,1835,,26382305,-16.34,4.52,291.59,0.0002532,9.9E-05,-2.72
25988,18:00.6,206077558,-13.56,6.26,289.46,-14.78,22.5558514,88.3083716,1500,1715,1835,,26423082,-13.56,6.26,289.46,0.0002532,9.9E-05,-2.72
26023,18:00.7,206117741,-13.11,5.79,288.08,-14.52,22.5558556,88.3083615,1500,1716,1835,,26463265,-13.11,5.79,288.08,0.0002574,8.89E-05,-2.46
26062,18:00.7,206158954,-15,6.12,287.09,-14.52,22.5558556,88.3083615,1500,1719,1835,,26504478,-15,6.12,287.09,0.0002574,8.89E-05,-2.46
26099,18:00.7,206196509,-16.88,7.33,286.31,-14.52,22.5558556,88.3083615,1500,1718,1835,,26542033,-16.88,7.33,286.31,0.0002574,8.89E-05,-2.46
26133,18:00.8,206236658,-18.69,6.94,286.18,-14.52,22.5558556,88.3083615,1500,1719,1835,,26582182,-18.69,6.94,286.18,0.0002574,8.89E-05,-2.46
26173,18:00.8,206277769,-18.41,5.5,285.94,-14.52,22.5558556,88.3083615,1500,1719,1835,,26623293,-18.41,5.5,285.94,0.0002574,8.89E-05,-2.46
26207,18:00.9,206318058,-16.06,5.08,284.16,-14.37,22.5558573,88.3083511,1500,1720,1835,,26663582,-16.06,5.08,284.16,0.0002591,7.85E-05,-2.31
26246,18:00.9,206358936,-12.63,7.16,281.99,-14.37,22.5558573,88.3083511,1500,1722,1835,,26704460,-12.63,7.16,281.99,0.0002591,7.85E-05,-2.31
26281,18:00.9,206396476,-11.52,6.99,280.51,-14.37,22.5558573,88.3083511,1500,1726,1835,,26742000,-11.52,6.99,280.51,0.0002591,7.85E-05,-2.31
26315,18:01.0,206436678,-13.11,6.72,279.5,-14.37,22.5558573,88.3083511,1500,1726,1835,,26782202,-13.11,6.72,279.5,0.0002591,7.85E-05,-2.31
26355,18:01.0,206477727,-15.47,8.06,278.63,-14.37,22.5558573,88.3083511,1500,1729,1836,,26823251,-15.47,8.06,278.63,0.0002591,7.85E-05,-2.31
26389,18:01.1,206517405,-17.26,8.13,278.36,-14.32,22.5558587,88.3083413,1500,1729,1836,,26862929,-17.26,8.13,278.36,0.0002605,6.87E-05,-2.26
26429,18:01.1,206558961,-17.56,6.89,278.15,-14.32,22.5558587,88.3083413,1500,1728,1836,,26904485,-17.56,6.89,278.15,0.0002605,6.87E-05,-2.26
26465,18:01.1,206596241,-15.36,6.11,276.67,-14.32,22.5558587,88.3083413,1500,1726,1836,,26941765,-15.36,6.11,276.67,0.0002605,6.87E-05,-2.26
26501,18:01.2,206636727,-12.34,8.15,274.49,-14.32,22.5558587,88.3083413,1500,1724,1836,,26982251,-12.34,8.15,274.49,0.0002605,6.87E-05,-2.26
26541,18:01.2,206677926,-10.88,8.47,272.81,-14.32,22.5558587,88.3083413,1500,1724,1836,,27023450,-10.88,8.47,272.81,0.0002605,6.87E-05,-2.26
26576,18:01.3,206718469,-11.9,7.88,271.78,-14.42,22.5558608,88.3083303,1500,1726,1836,,27063993,-11.9,7.88,271.78,0.0002626,5.77E-05,-2.36
26615,18:01.3,206759001,-14.54,9.14,270.9,-14.42,22.5558608,88.3083303,1500,1731,1836,,27104525,-14.54,9.14,270.9,0.0002626,5.77E-05,-2.36
26650,18:01.3,206797127,-16.37,9.68,270.5,-14.42,22.5558608,88.3083303,1500,1734,1835,,27142651,-16.37,9.68,270.5,0.0002626,5.77E-05,-2.36
26684,18:01.4,206836922,-16.86,8.66,270.33,-14.42,22.5558608,88.3083303,1500,1737,1835,,27182446,-16.86,8.66,270.33,0.0002626,5.77E-05,-2.36
26724,18:01.4,206877621,-15.02,7.65,269.29,-14.42,22.5558608,88.3083303,1500,1740,1835,,27223145,-15.02,7.65,269.29,0.0002626,5.77E-05,-2.36
26758,18:01.5,206917733,-11.98,9.4,267.15,-14.43,22.5558618,88.3083188,1500,1740,1835,,27263257,-11.98,9.4,267.15,0.0002636,4.62E-05,-2.37
26797,18:01.5,206958907,-10.84,10.28,265.35,-14.43,22.5558618,88.3083188,1500,1738,1835,,27304431,-10.84,10.28,265.35,0.0002636,4.62E-05,-2.37
26832,18:01.5,206996458,-11.31,9.53,264.32,-14.43,22.5558618,88.3083188,1500,1735,1835,,27341982,-11.31,9.53,264.32,0.0002636,4.62E-05,-2.37
26866,18:01.6,207036748,-13.6,10.61,263.51,-14.43,22.5558618,88.3083188,1500,1732,1835,,27382272,-13.6,10.61,263.51,0.0002636,4.62E-05,-2.37
26907,18:01.6,207077479,-15.35,11.46,263.09,-14.43,22.5558618,88.3083188,1500,1731,1833,,27423003,-15.35,11.46,263.09,0.0002636,4.62E-05,-2.37
26941,18:01.7,207117415,-16.48,10.69,263.08,-14.61,22.5558605,88.3083091,1500,1731,1833,,27462939,-16.48,10.69,263.08,0.0002623,3.65E-05,-2.55
26982,18:01.7,207158972,-15.01,9.42,262.44,-14.61,22.5558605,88.3083091,1500,1729,1835,,27504496,-15.01,9.42,262.44,0.0002623,3.65E-05,-2.55
27018,18:01.7,207196045,-12.69,10.57,260.47,-14.61,22.5558605,88.3083091,1500,1720,1833,,27541569,-12.69,10.57,260.47,0.0002623,3.65E-05,-2.55
27053,18:01.8,207236752,-10.59,11.74,258.61,-14.61,22.5558605,88.3083091,1501,1719,1833,,27582276,-10.59,11.74,258.61,0.0002623,3.65E-05,-2.55
27093,18:01.8,207277542,-10.73,10.6,257.55,-14.61,22.5558605,88.3083091,1521,1693,1833,,27623066,-10.73,10.6,257.55,0.0002623,3.65E-05,-2.55
27127,18:01.9,207318005,-12.55,10.95,256.89,-14.98,22.555859,88.3083005,1526,1690,1833,,27663529,-12.55,10.95,256.89,0.0002608,2.79E-05,-2.92
27166,18:01.9,207359009,-14.15,11.37,256.52,-14.98,22.555859,88.3083005,1532,1690,1835,,27704533,-14.15,11.37,256.52,0.0002608,2.79E-05,-2.92
27200,18:01.9,207396603,-15.65,10.25,256.68,-14.98,22.555859,88.3083005,1532,1690,1833,,27742127,-15.65,10.25,256.68,0.0002608,2.79E-05,-2.92
27235,18:02.0,207436705,-14.89,8.35,256.45,-14.98,22.555859,88.3083005,1529,1693,1833,,27782229,-14.89,8.35,256.45,0.0002608,2.79E-05,-2.92
27275,18:02.0,207477074,-12.51,8.19,254.78,-14.98,22.555859,88.3083005,1520,1702,1833,,27822598,-12.51,8.19,254.78,0.0002608,2.79E-05,-2.92
27309,18:02.1,207517760,-9.28,9.93,252.99,-14.98,22.5558569,88.3082915,1516,1703,1833,,27863284,-9.28,9.93,252.99,0.0002587,1.89E-05,-2.92
27349,18:02.1,207558957,-8.95,9.17,251.77,-14.98,22.5558569,88.3082915,1510,1703,1833,,27904481,-8.95,9.17,251.77,0.0002587,1.89E-05,-2.92
27385,18:02.1,207596455,-10.87,9.22,250.99,-14.98,22.5558569,88.3082915,1508,1703,1833,,27941979,-10.87,9.22,250.99,0.0002587,1.89E-05,-2.92
27419,18:02.2,207636663,-12.61,10.07,250.35,-14.98,22.5558569,88.3082915,1505,1712,1833,,27982187,-12.61,10.07,250.35,0.0002587,1.89E-05,-2.92
27461,18:02.2,207678679,-14.39,9.63,250.3,-14.98,22.5558569,88.3082915,1505,1720,1835,,28024203,-14.39,9.63,250.3,0.0002587,1.89E-05,-2.92
27496,18:02.3,207718041,-14.37,8.17,250.08,-14.72,22.5558541,88.3082816,1504,1731,1835,,28063565,-14.37,8.17,250.08,0.0002559,9E-06,-2.66
27535,18:02.3,207759239,-12.01,7.6,248.55,-14.72,22.5558541,88.3082816,1504,1729,1833,,28104763,-12.01,7.6,248.55,0.0002559,9E-06,-2.66
27569,18:02.3,207796815,-8.83,9.76,246.62,-14.72,22.5558541,88.3082816,1502,1725,1833,,28142339,-8.83,9.76,246.62,0.0002559,9E-06,-2.66
27604,18:02.4,207836892,-8.2,9.54,245.2,-14.72,22.5558541,88.3082816,1502,1725,1833,,28182416,-8.2,9.54,245.2,0.0002559,9E-06,-2.66
27644,18:02.4,207877636,-9.49,9.1,244.45,-14.72,22.5558541,88.3082816,1502,1726,1833,,28223160,-9.49,9.1,244.45,0.0002559,9E-06,-2.66
27678,18:02.5,207917798,-11.77,10.33,243.8,-15.05,22.5558494,88.3082733,1508,1729,1833,,28263322,-11.77,10.33,243.8,0.0002512,7E-07,-2.99
27717,18:02.5,207958903,-13.53,10.56,243.67,-15.05,22.5558494,88.3082733,1517,1729,1833,,28304427,-13.53,10.56,243.67,0.0002512,7E-07,-2.99
27751,18:02.5,207996525,-13.89,9.5,243.58,-15.05,22.5558494,88.3082733,1518,1731,1833,,28342049,-13.89,9.5,243.58,0.0002512,7E-07,-2.99
27786,18:02.6,208036705,-11.51,8.78,242.44,-15.05,22.5558494,88.3082733,1518,1735,1833,,28382229,-11.51,8.78,242.44,0.0002512,7E-07,-2.99
27826,18:02.6,208077065,-8.73,10.69,240.53,-15.05,22.5558494,88.3082733,1517,1738,1832,,28422589,-8.73,10.69,240.53,0.0002512,7E-07,-2.99
27861,18:02.7,208117761,-7.89,10.85,238.99,-14.63,22.5558456,88.3082658,1511,1740,1832,,28463285,-7.89,10.85,238.99,0.0002474,-6.8E-06,-2.57
27900,18:02.7,208158692,-8.77,9.86,238.33,-14.63,22.5558456,88.3082658,1505,1750,1830,,28504216,-8.77,9.86,238.33,0.0002474,-6.8E-06,-2.57
27938,18:02.7,208196585,-10.77,11.16,237.77,-14.63,22.5558456,88.3082658,1502,1753,1830,,28542109,-10.77,11.16,237.77,0.0002474,-6.8E-06,-2.57
27973,18:02.8,208236436,-12.43,11.85,237.57,-14.63,22.5558456,88.3082658,1500,1764,1830,,28581960,-12.43,11.85,237.57,0.0002474,-6.8E-06,-2.57
28013,18:02.8,208277443,-13.12,11.33,237.53,-14.63,22.5558456,88.3082658,1500,1768,1830,,28622967,-13.12,11.33,237.53,0.0002474,-6.8E-06,-2.57
28047,18:02.9,208317909,-11.16,10.58,236.76,-14.72,22.5558397,88.3082612,1500,1768,1830,,28663433,-11.16,10.58,236.76,0.0002415,-1.14E-05,-2.66
28086,18:02.9,208358913,-8.3,12.44,234.97,-14.72,22.5558397,88.3082612,1500,1766,1830,,28704437,-8.3,12.44,234.97,0.0002415,-1.14E-05,-2.66
28120,18:02.9,208395959,-7.25,13.18,233.37,-14.72,22.5558397,88.3082612,1500,1764,1829,,28741483,-7.25,13.18,233.37,0.0002415,-1.14E-05,-2.66
28155,18:03.0,208436720,-7.54,11.74,232.7,-14.72,22.5558397,88.3082612,1500,1763,1829,,28782244,-7.54,11.74,232.7,0.0002415,-1.14E-05,-2.66
28195,18:03.0,208477537,-9.08,12.64,232.34,-14.72,22.5558397,88.3082612,1500,1753,1829,,28823061,-9.08,12.64,232.34,0.0002415,-1.14E-05,-2.66
28229,18:03.1,208517810,-10.49,13.4,232.19,-15.01,22.5558337,88.3082556,1500,1748,1829,,28863334,-10.49,13.4,232.19,0.0002355,-1.7E-05,-2.95
28269,18:03.1,208559304,-11.82,12.93,232.35,-15.01,22.5558337,88.3082556,1500,1748,1828,,28904828,-11.82,12.93,232.35,0.0002355,-1.7E-05,-2.95
28303,18:03.1,208596525,-10.96,11.84,232.05,-15.01,22.5558337,88.3082556,1500,1750,1826,,28942049,-10.96,11.84,232.05,0.0002355,-1.7E-05,-2.95
28338,18:03.2,208636639,-8.16,12.59,230.41,-15.01,22.5558337,88.3082556,1500,1753,1826,,28982163,-8.16,12.59,230.41,0.0002355,-1.7E-05,-2.95
28379,18:03.2,208677789,-5.19,14.14,228.91,-15.01,22.5558337,88.3082556,1500,1753,1826,,29023313,-5.19,14.14,228.91,0.0002355,-1.7E-05,-2.95
28415,18:03.3,208718128,-5.33,12.46,228.11,-15.32,22.5558261,88.3082516,1500,1753,1826,,29063652,-5.33,12.46,228.11,0.0002279,-2.1E-05,-3.26
28455,18:03.3,208758886,-6.88,12.59,227.77,-15.32,22.5558261,88.3082516,1500,1751,1823,,29104410,-6.88,12.59,227.77,0.0002279,-2.1E-05,-3.26
28489,18:03.3,208797018,-8.35,13.3,227.47,-15.32,22.5558261,88.3082516,1500,1750,1823,,29142542,-8.35,13.3,227.47,0.0002279,-2.1E-05,-3.26
28523,18:03.4,208836827,-9.89,13.04,227.58,-15.32,22.5558261,88.3082516,1500,1751,1823,,29182351,-9.89,13.04,227.58,0.0002279,-2.1E-05,-3.26
28564,18:03.4,208878262,-9.66,12.11,227.36,-15.32,22.5558261,88.3082516,1500,1751,1822,,29223786,-9.66,12.11,227.36,0.0002279,-2.1E-05,-3.26
28598,18:03.5,208917907,-7.02,12.25,225.89,-15.41,22.5558193,88.3082466,1500,1751,1822,,29263431,-7.02,12.25,225.89,0.0002211,-2.6E-05,-3.35
28637,18:03.5,208958850,-3.92,14.3,224.36,-15.41,22.5558193,88.3082466,1500,1751,1822,,29304374,-3.92,14.3,224.36,0.0002211,-2.6E-05,-3.35
28671,18:03.5,208996296,-3.77,12.87,223.33,-15.41,22.5558193,88.3082466,1496,1762,1822,,29341820,-3.77,12.87,223.33,0.0002211,-2.6E-05,-3.35
28705,18:03.6,209036716,-5.1,12.21,223,-15.41,22.5558193,88.3082466,1492,1764,1822,,29382240,-5.1,12.21,223,0.0002211,-2.6E-05,-3.35
28746,18:03.6,209077701,-6.92,13.18,222.71,-15.41,22.5558193,88.3082466,1478,1776,1822,,29423225,-6.92,13.18,222.71,0.0002211,-2.6E-05,-3.35
28780,18:03.7,209117807,-8.28,13.28,222.74,-15.59,22.5558137,88.3082398,1476,1764,1822,,29463331,-8.28,13.28,222.74,0.0002155,-3.28E-05,-3.53
28820,18:03.7,209158852,-8.29,12.69,222.6,-15.59,22.5558137,88.3082398,1474,1762,1822,,29504376,-8.29,12.69,222.6,0.0002155,-3.28E-05,-3.53
28854,18:03.7,209196418,-5.67,12.55,221.51,-15.59,22.5558137,88.3082398,1474,1759,1822,,29541942,-5.67,12.55,221.51,0.0002155,-3.28E-05,-3.53
28892,18:03.8,209236782,-3.36,14.68,220.08,-15.59,22.5558137,88.3082398,1473,1757,1822,,29582306,-3.36,14.68,220.08,0.0002155,-3.28E-05,-3.53
28933,18:03.8,209277522,-2.82,14.2,219.01,-15.59,22.5558137,88.3082398,1474,1753,1822,,29623046,-2.82,14.2,219.01,0.0002155,-3.28E-05,-3.53
28969,18:03.9,209318243,-3.83,12.91,218.76,-15.56,22.5558073,88.3082342,1474,1753,1822,,29663767,-3.83,12.91,218.76,0.0002091,-3.84E-05,-3.5
29008,18:03.9,209358818,-5.35,13.9,218.65,-15.56,22.5558073,88.3082342,1476,1748,1822,,29704342,-5.35,13.9,218.65,0.0002091,-3.84E-05,-3.5
29042,18:03.9,209396487,-6.68,13.85,218.72,-15.56,22.5558073,88.3082342,1478,1748,1822,,29742011,-6.68,13.85,218.72,0.0002091,-3.84E-05,-3.5
29076,18:04.0,209436455,-7.16,13.01,218.78,-15.56,22.5558073,88.3082342,1479,1748,1822,,29781979,-7.16,13.01,218.78,0.0002091,-3.84E-05,-3.5
29117,18:04.0,209477923,-5.03,12.33,218.04,-15.56,22.5558073,88.3082342,1480,1748,1822,,29823447,-5.03,12.33,218.04,0.0002091,-3.84E-05,-3.5
29151,18:04.1,209517686,-2.54,14.19,216.7,-15.46,22.5558008,88.3082296,1482,1748,1822,,29863210,-2.54,14.19,216.7,0.0002026,-4.3E-05,-3.4
29191,18:04.1,209559188,-1.9,14.45,215.61,-15.46,22.5558008,88.3082296,1483,1748,1822,,29904712,-1.9,14.45,215.61,0.0002026,-4.3E-05,-3.4
29225,18:04.1,209595987,-2.75,12.64,215.26,-15.46,22.5558008,88.3082296,1483,1748,1822,,29941511,-2.75,12.64,215.26,0.0002026,-4.3E-05,-3.4
29260,18:04.2,209636669,-3.79,13.48,215.25,-15.46,22.5558008,88.3082296,1489,1747,1822,,29982193,-3.79,13.48,215.25,0.0002026,-4.3E-05,-3.4
29301,18:04.2,209678741,-4.88,13.56,215.25,-15.46,22.5558008,88.3082296,1488,1747,1822,,30024265,-4.88,13.56,215.25,0.0002026,-4.3E-05,-3.4
29334,18:04.3,209718037,-5.76,12.72,215.36,-15.27,22.5557941,88.3082256,1489,1746,1822,,30063561,-5.76,12.72,215.36,0.0001959,-4.7E-05,-3.21
29376,18:04.3,209759305,-4.73,11.72,214.96,-15.27,22.5557941,88.3082256,1489,1746,1822,,30104829,-4.73,11.72,214.96,0.0001959,-4.7E-05,-3.21
29411,18:04.3,209797040,-2.1,12.66,213.61,-15.27,22.5557941,88.3082256,1489,1747,1822,,30142564,-2.1,12.66,213.61,0.0001959,-4.7E-05,-3.21
29445,18:04.4,209836907,0.2,14.1,212.69,-15.27,22.5557941,88.3082256,1491,1747,1822,,30182431,0.2,14.1,212.69,0.0001959,-4.7E-05,-3.21
29486,18:04.4,209877993,-0.76,12.29,212.19,-15.27,22.5557941,88.3082256,1492,1748,1822,,30223517,-0.76,12.29,212.19,0.0001959,-4.7E-05,-3.21
29520,18:04.5,209917908,-2.28,12.68,212.12,-15.41,22.5557876,88.3082226,1492,1748,1822,,30263432,-2.28,12.68,212.12,0.0001894,-5E-05,-3.35
29559,18:04.5,209958634,-3.05,13.16,212.07,-15.41,22.5557876,88.3082226,1492,1748,1822,,30304158,-3.05,13.16,212.07,0.0001894,-5E-05,-3.35
29593,18:04.5,209996657,-4.13,12.34,212.17,-15.41,22.5557876,88.3082226,1492,1748,1822,,30342181,-4.13,12.34,212.17,0.0001894,-5E-05,-3.35
29627,18:04.6,210036317,-3.63,11.35,211.86,-15.41,22.5557876,88.3082226,1492,1748,1822,,30381841,-3.63,11.35,211.86,0.0001894,-5E-05,-3.35
29668,18:04.6,210077482,-1,11.63,210.52,-15.41,22.5557876,88.3082226,1492,1748,1822,,30423006,-1,11.63,210.52,0.0001894,-5E-05,-3.35
29702,18:04.7,210117955,1.27,13.62,209.49,-14.81,22.5557828,88.3082208,1492,1748,1822,,30463479,1.27,13.62,209.49,0.0001846,-5.18E-05,-2.75
29742,18:04.7,210158773,0.39,11.84,208.81,-14.81,22.5557828,88.3082208,1492,1748,1822,,30504297,0.39,11.84,208.81,0.0001846,-5.18E-05,-2.75
29776,18:04.7,210195962,-0.91,11.19,208.8,-14.81,22.5557828,88.3082208,1491,1747,1822,,30541486,-0.91,11.19,208.8,0.0001846,-5.18E-05,-2.75
29812,18:04.8,210236693,-2.14,11.77,208.88,-14.81,22.5557828,88.3082208,1489,1748,1822,,30582217,-2.14,11.77,208.88,0.0001846,-5.18E-05,-2.75
29855,18:04.8,210278056,-3.05,10.91,208.99,-14.81,22.5557828,88.3082208,1488,1747,1822,,30623580,-3.05,10.91,208.99,0.0001846,-5.18E-05,-2.75
29888,18:04.9,210318002,-2.61,9.7,208.87,-14.16,22.5557799,88.3082204,1488,1747,1822,,30663526,-2.61,9.7,208.87,0.0001817,-5.22E-05,-2.1
29928,18:04.9,210358964,0.19,9.29,207.85,-14.16,22.5557799,88.3082204,1488,1747,1822,,30704488,0.19,9.29,207.85,0.0001817,-5.22E-05,-2.1
29962,18:04.9,210396487,1.78,11.27,206.85,-14.16,22.5557799,88.3082204,1488,1747,1822,,30742011,1.78,11.27,206.85,0.0001817,-5.22E-05,-2.1
29996,18:05.0,210436745,1.18,10.44,206.17,-14.16,22.5557799,88.3082204,1488,1747,1822,,30782269,1.18,10.44,206.17,0.0001817,-5.22E-05,-2.1
30037,18:05.0,210477244,-0.31,8.97,206.21,-14.16,22.5557799,88.3082204,1488,1747,1822,,30822768,-0.31,8.97,206.21,0.0001817,-5.22E-05,-2.1
30070,18:05.1,210517801,-1.18,9.72,206.55,-13.68,22.5557807,88.3082196,1488,1747,1822,,30863325,-1.18,9.72,206.55,0.0001825,-5.3E-05,-1.62
30112,18:05.1,210558932,-1.78,9.22,206.77,-13.68,22.5557807,88.3082196,1488,1747,1822,,30904456,-1.78,9.22,206.77,0.0001825,-5.3E-05,-1.62
30146,18:05.1,210596510,-1.7,8.01,206.83,-13.68,22.5557807,88.3082196,1486,1747,1822,,30942034,-1.7,8.01,206.83,0.0001825,-5.3E-05,-1.62
30180,18:05.2,210636428,0.36,7.33,206.14,-13.68,22.5557807,88.3082196,1483,1748,1822,,30981952,0.36,7.33,206.14,0.0001825,-5.3E-05,-1.62
30222,18:05.2,210678465,2.83,9.3,205.29,-13.68,22.5557807,88.3082196,1483,1748,1822,,31023989,2.83,9.3,205.29,0.0001825,-5.3E-05,-1.62
