Seq,Stamp,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,C1_Roll,C2_Pitch,C3_Throttle
11584,17:45.0,190436509,-6.6,2.42,24.02,-11.73,22.5557235,88.3084208,1182,1574,1844
11625,17:45.0,190478031,-7.11,1.13,24.22,-11.73,22.5557235,88.3084208,1182,1571,1845
11660,17:45.1,190517081,-5.3,-0.37,23.66,-12.05,22.5557315,88.3084268,1178,1570,1846
11701,17:45.1,190557899,-3.22,1.25,22.4,-12.05,22.5557315,88.3084268,1176,1568,1846
11736,17:45.1,190595991,-2.57,2.66,21.54,-12.05,22.5557315,88.3084268,1170,1568,1846
11770,17:45.2,190636802,-4.33,1.75,21.39,-12.05,22.5557315,88.3084268,1164,1570,1846
11811,17:45.2,190678915,-5.44,2.49,21.28,-12.05,22.5557315,88.3084268,1161,1568,1846
11847,17:45.3,190718021,-6.7,2.82,21.16,-11.92,22.5557398,88.3084326,1158,1567,1846
11885,17:45.3,190757801,-7.54,1.61,21.1,-11.92,22.5557398,88.3084326,1155,1567,1846
11921,17:45.3,190797054,-6.28,-0.05,20.41,-11.92,22.5557398,88.3084326,1151,1567,1846
11955,17:45.4,190836930,-4.12,0.87,18.75,-11.92,22.5557398,88.3084326,1133,1565,1846
11996,17:45.4,190878750,-2.75,2.74,17.56,-11.89,22.5557481,88.3084384,1130,1564,1846
12031,17:45.5,190917385,-4.4,1.96,17.2,-11.89,22.5557481,88.3084384,1129,1556,1846
12070,17:45.5,190957507,-5.78,2.26,16.95,-11.89,22.5557481,88.3084384,1126,1556,1846
12105,17:45.5,190996478,-6.86,2.61,16.59,-11.89,22.5557481,88.3084384,1124,1556,1846
12141,17:45.6,191036495,-7.85,1.46,16.38,-11.89,22.5557481,88.3084384,1110,1558,1846
12182,17:45.6,191078036,-6.98,-0.5,15.68,-11.89,22.5557481,88.3084384,1108,1561,1846
12215,17:45.7,191117226,-4.98,-0.42,13.88,-12.14,22.5557564,88.3084432,1104,1564,1846
12254,17:45.7,191157610,-3.62,1.66,12.46,-12.14,22.5557564,88.3084432,1102,1565,1848
12289,17:45.7,191196065,-5.2,1.2,11.98,-12.14,22.5557564,88.3084432,1101,1568,1848
12323,17:45.8,191236698,-6.6,1.23,11.75,-12.14,22.5557564,88.3084432,1098,1568,1848
12364,17:45.8,191278351,-7.57,1.83,11.31,-12.14,22.5557564,88.3084432,1098,1565,1848
12398,17:45.9,191317803,-8.63,0.81,11.08,-12.49,22.5557653,88.3084481,1098,1565,1848
12438,17:45.9,191357593,-8.07,-1.21,10.51,-12.49,22.5557653,88.3084481,1098,1565,1848
12473,17:45.9,191396827,-6.09,-1.69,8.8,-12.49,22.5557653,88.3084481,1098,1565,1848
12507,17:46.0,191436668,-4.8,0.49,7.28,-12.49,22.5557653,88.3084481,1098,1565,1848
12547,17:46.0,191477784,-6.24,0.37,6.78,-11.63,22.5557741,88.3084524,1101,1564,1848
12581,17:46.1,191517524,-7.71,0.17,6.64,-11.63,22.5557741,88.3084524,1102,1562,1848
12623,17:46.1,191557775,-8.81,1,6.22,-11.63,22.5557741,88.3084524,1104,1560,1848
12658,17:46.1,191596444,-9.97,0.35,6.1,-11.63,22.5557741,88.3084524,1104,1558,1846
12691,17:46.2,191636561,-9.57,-1.48,5.7,-11.63,22.5557741,88.3084524,1104,1558,1846
12732,17:46.2,191678820,-7.4,-2.39,4.23,-11.63,22.5557741,88.3084524,1104,1565,1846
12766,17:46.3,191717756,-6.32,-0.13,2.54,-11.51,22.5557827,88.3084574,1101,1571,1846
12805,17:46.3,191757878,-7.05,0.2,1.87,-11.51,22.5557827,88.3084574,1098,1574,1846
12841,17:46.3,191796816,-8.69,-0.06,1.69,-11.51,22.5557827,88.3084574,1098,1574,1846
12874,17:46.4,191837039,-9.99,0.99,1.21,-11.51,22.5557827,88.3084574,1101,1573,1846
12915,17:46.4,191878931,-11.3,0.8,0.99,-11.7,22.5557919,88.3084608,1101,1571,1846
12949,17:46.5,191917076,-11.11,-0.76,0.59,-11.7,22.5557919,88.3084608,1102,1570,1846
12990,17:46.5,191957620,-8.93,-1.87,359.23,-11.7,22.5557919,88.3084608,1104,1570,1846
13025,17:46.5,191996664,-7.57,0.28,357.35,-11.7,22.5557919,88.3084608,1104,1570,1846
13058,17:46.6,192036710,-7.94,1.13,356.39,-11.7,22.5557919,88.3084608,1104,1570,1846
13101,17:46.6,192077969,-9.66,0.67,356.16,-11.72,22.5558003,88.308465,1107,1567,1846
13135,17:46.7,192116937,-10.93,1.71,355.65,-11.72,22.5558003,88.308465,1107,1565,1846
13174,17:46.7,192157029,-12.15,1.77,355.32,-11.72,22.5558003,88.308465,1108,1564,1846
13209,17:46.7,192196427,-12.36,0.31,355,-11.72,22.5558003,88.308465,1110,1564,1846
13242,17:46.8,192236562,-10.52,-1.11,353.89,-11.72,22.5558003,88.308465,1108,1565,1846
13283,17:46.8,192278269,-8.4,0.74,351.77,-11.72,22.5558003,88.308465,1107,1565,1846
13318,17:46.9,192317897,-8.48,1.86,350.55,-11.89,22.5558091,88.3084682,1108,1565,1846
13358,17:46.9,192357776,-10.14,1.29,350.22,-11.89,22.5558091,88.3084682,1110,1571,1845
13393,17:46.9,192396232,-11.4,2.28,349.65,-11.89,22.5558091,88.3084682,1110,1571,1842
13426,17:47.0,192436675,-12.76,2.56,349.16,-11.89,22.5558091,88.3084682,1110,1570,1836
13467,17:47.0,192478528,-13.48,1.34,348.81,-11.89,22.5558091,88.3084682,1111,1570,1836
13501,17:47.1,192517264,-11.84,-0.19,347.76,-11.37,22.5558192,88.3084678,1116,1571,1836
13541,17:47.1,192557703,-10.05,1.22,345.66,-11.37,22.5558192,88.3084678,1139,1570,1835
13578,17:47.1,192596694,-9.14,2.79,344.1,-11.37,22.5558192,88.3084678,1152,1564,1833
13611,17:47.2,192636647,-10.73,2.26,343.68,-11.37,22.5558192,88.3084678,1151,1561,1833
13652,17:47.2,192677995,-12.07,3.04,343.19,-11.37,22.5558192,88.3084678,1146,1561,1833
13686,17:47.3,192718451,-13.44,3.54,342.73,-11.28,22.5558292,88.3084675,1144,1560,1832
13725,17:47.3,192757414,-14.6,2.4,342.56,-11.28,22.5558292,88.3084675,1142,1560,1833
13760,17:47.3,192796991,-13.46,0.6,341.87,-11.28,22.5558292,88.3084675,1142,1561,1833
13794,17:47.4,192836925,-11.17,1.22,339.74,-11.28,22.5558292,88.3084675,1139,1561,1833
13835,17:47.4,192878405,-9.07,3.09,337.97,-11.28,22.5558292,88.3084675,1136,1562,1833
13869,17:47.5,192917742,-10.24,2.5,337.34,-10.57,22.5558396,88.3084662,1132,1570,1835
13910,17:47.5,192957783,-11.64,2.93,336.68,-10.57,22.5558396,88.3084662,1132,1570,1835
13945,17:47.5,192996443,-13.1,3.56,335.86,-10.57,22.5558396,88.3084662,1132,1570,1835
13978,17:47.6,193036683,-14.5,2.58,335.42,-10.57,22.5558396,88.3084662,1133,1570,1835
14019,17:47.6,193078203,-13.86,0.78,334.6,-10.57,22.5558396,88.3084662,1132,1570,1835
14055,17:47.7,193117519,-11.68,0.71,332.34,-9.78,22.5558503,88.3084653,1132,1570,1835
14094,17:47.7,193157610,-9.35,2.81,330.23,-9.78,22.5558503,88.3084653,1132,1570,1835
14129,17:47.7,193196735,-10.03,2.46,329.31,-9.78,22.5558503,88.3084653,1132,1571,1835
14162,17:47.8,193236611,-11.3,2.49,328.57,-9.78,22.5558503,88.3084653,1132,1573,1835
14203,17:47.8,193277794,-12.65,3.21,327.53,-9.78,22.5558503,88.3084653,1130,1574,1833
14237,17:47.9,193318012,-14.13,2.42,326.95,-9.49,22.5558611,88.3084635,1126,1574,1835
14277,17:47.9,193357054,-13.98,0.58,326.16,-9.49,22.5558611,88.3084635,1113,1574,1835
14313,17:47.9,193396673,-11.78,-0.22,324.07,-9.49,22.5558611,88.3084635,1117,1582,1835
14346,17:48.0,193436500,-9.71,1.94,321.69,-9.49,22.5558611,88.3084635,1126,1582,1832
14387,17:48.0,193477640,-10.12,1.98,320.59,-9.49,22.5558611,88.3084635,1113,1578,1830
14421,17:48.1,193517710,-11.3,1.84,319.89,-9.599999,22.5558693,88.3084602,1107,1577,1829
14460,17:48.1,193557869,-12.83,2.78,318.86,-9.599999,22.5558693,88.3084602,1107,1577,1829
14496,17:48.1,193596574,-14.32,2.28,318.28,-9.599999,22.5558693,88.3084602,1110,1574,1826
14531,17:48.2,193636715,-14.31,0.6,317.54,-9.599999,22.5558693,88.3084602,1113,1574,1826
14572,17:48.2,193678937,-12.13,-0.5,315.65,-9.599999,22.5558693,88.3084602,1124,1576,1826
14606,17:48.3,193717998,-10.32,1.5,313.23,-9.8,22.5558769,88.3084561,1120,1578,1826
14644,17:48.3,193757799,-10.04,1.92,311.94,-9.8,22.5558769,88.3084561,1114,1582,1826
14680,17:48.3,193797014,-11.37,1.49,311.29,-9.8,22.5558769,88.3084561,1114,1582,1826
14714,17:48.4,193836968,-12.82,2.52,310.31,-9.8,22.5558769,88.3084561,1120,1582,1826
14755,17:48.4,193877906,-14.21,2.28,309.64,-9.8,22.5558769,88.3084561,1124,1582,1826
14789,17:48.5,193917761,-14.37,0.72,308.94,-9.849999,22.5558848,88.3084505,1129,1589,1826
14827,17:48.5,193957071,-12.32,-0.71,307.36,-9.849999,22.5558848,88.3084505,1142,1590,1826
14864,17:48.5,193996535,-10.21,1.09,304.81,-9.849999,22.5558848,88.3084505,1144,1592,1826
14898,17:48.6,194036650,-9.96,1.92,303.32,-9.849999,22.5558848,88.3084505,1198,1600,1828
14939,17:48.6,194077979,-11.43,1.36,302.65,-9.849999,22.5558848,88.3084505,1202,1600,1828
14973,17:48.7,194117534,-12.71,2.61,301.75,-10.13,22.555892,88.3084451,1208,1602,1828
15013,17:48.7,194157823,-14.08,2.77,301.12,-10.13,22.555892,88.3084451,1206,1609,1829
15050,17:48.7,194196519,-14.62,1.43,300.67,-10.13,22.555892,88.3084451,1206,1608,1829
15084,17:48.8,194236643,-12.79,-0.03,299.44,-10.13,22.555892,88.3084451,1208,1600,1829
15125,17:48.8,194277803,-10.54,1.55,297.15,-10.13,22.555892,88.3084451,1208,1599,1829
15159,17:48.9,194317678,-9.52,2.75,295.4,-10.69,22.5558978,88.3084392,1209,1590,1829
15198,17:48.9,194357514,-10.75,1.87,294.68,-10.69,22.5558978,88.3084392,1209,1587,1829
15234,17:48.9,194396276,-11.91,2.73,293.85,-10.69,22.5558978,88.3084392,1208,1582,1829
15268,17:49.0,194436678,-13.47,3.09,293.14,-10.69,22.5558978,88.3084392,1209,1578,1829
15309,17:49.0,194477254,-14.51,1.81,292.78,-10.69,22.5558978,88.3084392,1211,1576,1829
15343,17:49.1,194517914,-13.43,0,291.87,-10.81,22.5559032,88.3084312,1211,1570,1828
15382,17:49.1,194557392,-11.11,0.72,289.62,-10.81,22.5559032,88.3084312,1211,1567,1826
15417,17:49.1,194596660,-9.13,2.3,287.75,-10.81,22.5559032,88.3084312,1214,1565,1826
15451,17:49.2,194636648,-10.09,1.37,287,-10.81,22.5559032,88.3084312,1218,1560,1824
15494,17:49.2,194678929,-11.38,1.72,286.28,-10.77,22.555908,88.3084224,1218,1558,1823
15528,17:49.3,194717842,-12.98,2.04,285.53,-10.77,22.555908,88.3084224,1218,1556,1823
15566,17:49.3,194757892,-14.27,0.69,285.22,-10.77,22.555908,88.3084224,1217,1556,1823
15601,17:49.3,194796980,-13.62,-1.37,284.49,-10.77,22.555908,88.3084224,1214,1556,1823
15635,17:49.4,194837006,-11.45,-1.44,282.47,-10.77,22.555908,88.3084224,1211,1554,1822
15677,17:49.4,194878584,-9,0.69,280.42,-10.77,22.555908,88.3084224,1196,1554,1822
15711,17:49.5,194917420,-9.49,0.37,279.42,-11,22.555912,88.3084139,1170,1561,1822
15749,17:49.5,194957475,-10.96,0.54,278.64,-11,22.555912,88.3084139,1155,1564,1822
15786,17:49.5,194996393,-12.51,1.33,277.65,-11,22.555912,88.3084139,1139,1570,1822
15820,17:49.6,195036747,-13.94,0.44,277.14,-11,22.555912,88.3084139,1138,1570,1820
15861,17:49.6,195077515,-13.84,-1.38,276.35,-11,22.555912,88.3084139,1133,1571,1819
15895,17:49.7,195117699,-11.64,-1.93,274.19,-10.63,22.5559145,88.3084037,1132,1573,1819
15933,17:49.7,195157074,-9.41,0.45,271.79,-10.63,22.5559145,88.3084037,1129,1574,1819
15970,17:49.7,195196516,-9.69,0.79,270.63,-10.63,22.5559145,88.3084037,1126,1574,1819
16004,17:49.8,195236452,-11.11,0.89,269.87,-10.63,22.5559145,88.3084037,1124,1574,1819
16045,17:49.8,195278245,-12.75,1.91,268.84,-10.63,22.5559145,88.3084037,1124,1574,1819
16079,17:49.9,195317918,-14.23,1.43,268.26,-10.73,22.5559167,88.3083931,1126,1576,1819
16117,17:49.9,195357780,-14.24,-0.36,267.57,-10.73,22.5559167,88.3083931,1126,1576,1819
16154,17:49.9,195396579,-12.14,-1.36,265.75,-10.73,22.5559167,88.3083931,1129,1574,1819
16188,17:50.0,195436720,-10.23,0.85,263.31,-10.73,22.5559167,88.3083931,1132,1574,1819
16229,17:50.0,195478291,-9.73,1.63,262.03,-10.73,22.5559167,88.3083931,1146,1571,1819
16263,17:50.1,195517066,-11.1,1.47,261.4,-11.18,22.555918,88.308382,1152,1565,1819
16303,17:50.1,195557795,-12.84,2.42,260.52,-11.18,22.555918,88.308382,1155,1565,1819
16338,17:50.1,195596302,-14.22,2.09,260.01,-11.18,22.555918,88.308382,1157,1565,1819
16372,17:50.2,195636685,-14.36,0.13,259.58,-11.18,22.555918,88.308382,1155,1568,1819
16413,17:50.2,195678707,-12.26,-1.45,258.21,-11.18,22.555918,88.308382,1155,1570,1819
16449,17:50.3,195718433,-10.23,0.41,255.86,-11.34,22.5559173,88.3083704,1152,1578,1819
16489,17:50.3,195757408,-9.68,1.63,254.32,-11.34,22.5559173,88.3083704,1152,1592,1819
16524,17:50.3,195797062,-11.04,1.52,253.58,-11.34,22.5559173,88.3083704,1152,1593,1819
16558,17:50.4,195836721,-12.57,2.78,252.59,-11.34,22.5559173,88.3083704,1152,1595,1819
16599,17:50.4,195878620,-14.11,3.01,251.86,-11.34,22.5559173,88.3083704,1152,1593,1819
16634,17:50.5,195917685,-14.63,1.71,251.28,-11.13,22.5559152,88.3083588,1155,1593,1819
16672,17:50.5,195957620,-13.07,0.28,250.02,-11.13,22.5559152,88.3083588,1158,1592,1819
16707,17:50.5,195996535,-10.87,2.06,247.61,-11.13,22.5559152,88.3083588,1174,1592,1819
16743,17:50.6,196036762,-10.1,3.48,245.96,-11.13,22.5559152,88.3083588,1176,1590,1819
16783,17:50.6,196078283,-11.38,3.08,245.28,-11.13,22.5559152,88.3083588,1177,1590,1819
16817,17:50.7,196117225,-12.9,3.91,244.5,-11.36,22.5559135,88.3083474,1192,1589,1819
16856,17:50.7,196157570,-14.46,4.27,243.85,-11.36,22.5559135,88.3083474,1221,1580,1819
16891,17:50.7,196196396,-15.54,2.89,243.57,-11.36,22.5559135,88.3083474,1258,1571,1819
16927,17:50.8,196236791,-14.41,0.97,242.79,-11.36,22.5559135,88.3083474,1271,1570,1819
16967,17:50.8,196277498,-12.26,1.83,240.69,-11.36,22.5559135,88.3083474,1287,1570,1819
17001,17:50.9,196317945,-10.37,3.6,238.78,-11.07,22.5559111,88.3083351,1312,1567,1817
17040,17:50.9,196357690,-11.11,3.1,237.88,-11.07,22.5559111,88.3083351,1324,1562,1817
17076,17:50.9,196396626,-12.78,3.35,237.15,-11.07,22.5559111,88.3083351,1337,1562,1817
17111,17:51.0,196436848,-14.5,3.46,236.67,-11.07,22.5559111,88.3083351,1348,1562,1817
17151,17:51.0,196478005,-15.68,1.6,236.69,-11.07,22.5559111,88.3083351,1337,1562,1817
17185,17:51.1,196517516,-14.87,-0.94,236.44,-11.11,22.5559061,88.3083243,1312,1574,1817
17225,17:51.1,196557891,-12.78,-1.3,234.85,-11.11,22.5559061,88.3083243,1268,1587,1817
17260,17:51.1,196596464,-10.04,0.95,232.91,-11.11,22.5559061,88.3083243,1242,1596,1817
17294,17:51.2,196636664,-9.9,1.52,231.67,-11.11,22.5559061,88.3083243,1240,1598,1817
17334,17:51.2,196678483,-11.58,2.21,230.63,-11.11,22.5559061,88.3083243,1234,1599,1817
17368,17:51.3,196717929,-13.28,3.21,229.57,-11.17,22.5559018,88.3083142,1231,1600,1817
17409,17:51.3,196758955,-14.58,2.38,229.02,-11.17,22.5559018,88.3083142,1227,1602,1817
17444,17:51.3,196796867,-14.3,0.51,228.36,-11.17,22.5559018,88.3083142,1224,1604,1817
17478,17:51.4,196836948,-12.19,0.23,226.33,-11.17,22.5559018,88.3083142,1224,1606,1817
17519,17:51.4,196877446,-9.73,2.83,224.06,-11.17,22.5559018,88.3083142,1218,1609,1817
17553,17:51.5,196917951,-9.73,3.33,222.86,-11.22,22.5558972,88.3083039,1218,1616,1817
17592,17:51.5,196958827,-11.32,3.55,222.05,-11.22,22.5558972,88.3083039,1217,1618,1817
17627,17:51.5,196996590,-13.16,4.75,221.06,-11.22,22.5558972,88.3083039,1217,1621,1816
17663,17:51.6,197036640,-14.61,4.18,220.62,-11.22,22.5558972,88.3083039,1217,1622,1816
17703,17:51.6,197077964,-14.74,2.39,220.15,-11.22,22.5558972,88.3083039,1217,1624,1816
17737,17:51.7,197117791,-12.9,1.62,218.59,-11.49,22.5558899,88.3082963,1218,1625,1816
17776,17:51.7,197158815,-11.18,4.17,216.3,-11.49,22.5558899,88.3082963,1231,1625,1816
17811,17:51.7,197196493,-11.17,5.21,214.91,-11.49,22.5558899,88.3082963,1258,1625,1816
17845,17:51.8,197236866,-12.88,5.33,214.2,-11.49,22.5558899,88.3082963,1271,1625,1816
17887,17:51.8,197278263,-14.95,6.65,213.39,-11.48,22.5558818,88.3082908,1337,1596,1816
17921,17:51.9,197317643,-16.62,6.47,213.12,-11.48,22.5558818,88.3082908,1363,1587,1816
17960,17:51.9,197359006,-16.82,4.31,213.2,-11.48,22.5558818,88.3082908,1385,1574,1814
17994,17:51.9,197396008,-15.03,2.65,212.44,-11.48,22.5558818,88.3082908,1406,1573,1814
18031,17:52.0,197436707,-13.23,4.31,210.6,-11.48,22.5558818,88.3082908,1407,1565,1813
18071,17:52.0,197478005,-12.78,5.38,209,-11.48,22.5558818,88.3082908,1419,1555,1814
18105,17:52.1,197517695,-13.82,4.7,208.13,-12.06,22.5558714,88.3082841,1436,1539,1814
18145,17:52.1,197559083,-16,4.69,207.52,-12.06,22.5558714,88.3082841,1476,1514,1813
18179,17:52.1,197596536,-17.61,3.54,207.44,-12.06,22.5558714,88.3082841,1482,1511,1814
18214,17:52.2,197636680,-18.02,0.32,207.9,-12.06,22.5558714,88.3082841,1486,1505,1814
18254,17:52.2,197678717,-16.47,-2.68,207.76,-12.06,22.5558714,88.3082841,1494,1501,1814
18288,17:52.3,197718044,-14.33,-2.09,206.38,-11.89,22.5558623,88.308276,1496,1500,1814
18327,17:52.3,197758984,-13.15,-0.56,204.84,-11.89,22.5558623,88.308276,1500,1500,1814
18363,17:52.3,197797040,-13.67,-0.3,203.63,-11.89,22.5558623,88.308276,1500,1500,1814
18398,17:52.4,197836875,-15.59,-0.21,202.85,-11.89,22.5558623,88.308276,1500,1500,1813
18438,17:52.4,197878081,-17.43,-0.89,202.56,-11.89,22.5558623,88.308276,1500,1500,1814
18473,17:52.5,197917624,-18.48,-3.63,202.94,-11.99,22.555853,88.3082698,1500,1500,1814
18512,17:52.5,197958769,-17.35,-6.66,202.96,-11.99,22.555853,88.3082698,1500,1500,1814
18546,17:52.5,197996275,-15.1,-6.34,201.57,-11.99,22.555853,88.3082698,1500,1500,1814
18583,17:52.6,198036722,-12.99,-4.14,199.86,-11.99,22.555853,88.3082698,1500,1500,1814
18623,17:52.6,198077997,-12.98,-3.05,198.41,-11.99,22.555853,88.3082698,1500,1500,1814
18657,17:52.7,198117772,-14.87,-2.47,197.32,-12.71,22.5558417,88.3082635,1500,1500,1814
18696,17:52.7,198158921,-16.91,-2.3,196.69,-12.71,22.5558417,88.3082635,1500,1500,1814
18730,17:52.7,198196451,-18.21,-4.21,196.66,-12.71,22.5558417,88.3082635,1500,1500,1814
18765,17:52.8,198236842,-17.62,-6.85,196.52,-12.71,22.5558417,88.3082635,1500,1500,1814
18805,17:52.8,198277495,-15.6,-6.95,195.05,-12.71,22.5558417,88.3082635,1500,1500,1814
18841,17:52.9,198318043,-13.3,-4.42,193.09,-12.76,22.5558328,88.3082553,1500,1501,1814
18880,17:52.9,198359223,-13.24,-2.97,191.47,-12.76,22.5558328,88.3082553,1500,1505,1814
18914,17:52.9,198396414,-15.1,-2.38,190.23,-12.76,22.5558328,88.3082553,1500,1510,1814
18950,17:53.0,198436802,-16.91,-1.95,189.42,-12.76,22.5558328,88.3082553,1500,1510,1814
18991,17:53.0,198477852,-18.37,-3.53,189.27,-12.76,22.5558328,88.3082553,1500,1510,1814
19025,17:53.1,198517437,-18.23,-6.33,189.23,-13.23,22.5558213,88.3082502,1500,1511,1813
19065,17:53.1,198559058,-16.31,-7,187.92,-13.23,22.5558213,88.3082502,1500,1517,1813
19099,17:53.1,198596006,-14.07,-4.31,185.88,-13.23,22.5558213,88.3082502,1500,1521,1813
19134,17:53.2,198636667,-13.99,-2.47,184.12,-13.23,22.5558213,88.3082502,1500,1526,1813
19174,17:53.2,198678251,-15.62,-1.66,182.75,-13.23,22.5558213,88.3082502,1500,1532,1813
19208,17:53.3,198718393,-17.39,-1.02,181.76,-13.42,22.5558101,88.308245,1500,1536,1813
19247,17:53.3,198758990,-18.97,-2.26,181.49,-13.42,22.5558101,88.308245,1500,1536,1813
19281,17:53.3,198797019,-19.07,-4.98,181.48,-13.42,22.5558101,88.308245,1500,1536,1813
19318,17:53.4,198836988,-17.44,-6.06,180.38,-13.42,22.5558101,88.308245,1502,1539,1813
19358,17:53.4,198877837,-15.66,-3.48,178.34,-13.42,22.5558101,88.308245,1504,1552,1813
19393,17:53.5,198917815,-15.77,-1.32,176.42,-13.33,22.555798,88.3082413,1501,1558,1813
19432,17:53.5,198958748,-17.41,-0.17,174.95,-13.33,22.555798,88.3082413,1501,1561,1813
19466,17:53.5,198996540,-19.57,0.92,173.89,-13.33,22.555798,88.3082413,1507,1567,1813
19500,17:53.6,199036339,-21.06,0.27,173.53,-13.33,22.555798,88.3082413,1526,1570,1813
19543,17:53.6,199077664,-21.14,-2.13,173.53,-13.33,22.555798,88.3082413,1543,1570,1813
19577,17:53.7,199117500,-19.52,-3.52,172.67,-13.39,22.5557842,88.3082395,1561,1571,1813
19616,17:53.7,199158820,-18.25,-1.23,170.62,-13.39,22.5557842,88.3082395,1574,1578,1813
19650,17:53.7,199196006,-18.26,1.03,168.52,-13.39,22.5557842,88.3082395,1583,1582,1813
19686,17:53.8,199236681,-19.87,2.2,167,-13.39,22.5557842,88.3082395,1583,1583,1813
19727,17:53.8,199277941,-22.19,3.28,165.87,-13.39,22.5557842,88.3082395,1584,1583,1813
19761,17:53.9,199318392,-23.86,2.93,165.44,-13.55,22.5557705,88.3082384,1586,1583,1813
19802,17:53.9,199359064,-24.29,0.64,165.58,-13.55,22.5557705,88.3082384,1587,1582,1814
19836,17:53.9,199396540,-22.99,-1.17,165.09,-13.55,22.5557705,88.3082384,1587,1574,1813
19870,17:54.0,199436726,-21.8,0.41,163.06,-13.55,22.5557705,88.3082384,1590,1568,1813
19912,17:54.0,199477436,-21.88,2.62,160.67,-13.55,22.5557705,88.3082384,1600,1567,1814
19947,17:54.1,199517733,-23.2,3.7,158.9,-13.77,22.5557569,88.308239,1602,1565,1813
19987,17:54.1,199558847,-25.4,4.39,157.63,-13.77,22.5557569,88.308239,1608,1564,1814
20021,17:54.1,199596441,-27.28,3.88,157.14,-13.77,22.5557569,88.308239,1608,1561,1813
20055,17:54.2,199636387,-27.95,1.4,157.47,-13.77,22.5557569,88.308239,1608,1560,1813
20096,17:54.2,199678232,-26.8,-1.11,157.43,-13.77,22.5557569,88.308239,1608,1554,1813
20130,17:54.3,199718464,-25.79,-0.33,155.72,-14.02,22.5557434,88.3082431,1631,1571,1814
20169,17:54.3,199759006,-25.2,1.89,153.25,-14.02,22.5557434,88.3082431,1634,1574,1814
20203,17:54.3,199796791,-26.22,3.32,151.31,-14.02,22.5557434,88.3082431,1634,1574,1814
20237,17:54.4,199836948,-28.22,4.17,149.89,-14.02,22.5557434,88.3082431,1634,1574,1814
20280,17:54.4,199878426,-30.15,4.05,149.27,-14.42,22.5557304,88.30825,1634,1573,1813
20314,17:54.5,199917753,-31.18,2,149.67,-14.42,22.5557304,88.30825,1630,1570,1813
20354,17:54.5,199958834,-30.27,-0.61,150.04,-14.42,22.5557304,88.30825,1630,1570,1813
20388,17:54.5,199996635,-28.67,-0.65,148.6,-14.42,22.5557304,88.30825,1631,1568,1814
20422,17:54.6,200036707,-26.85,1.61,146,-14.42,22.5557304,88.30825,1643,1570,1814
20465,17:54.6,200077762,-27.11,3.05,143.9,-14.42,22.5557304,88.30825,1647,1571,1814
20499,17:54.7,200117821,-28.94,3.6,142.35,-14.67,22.5557187,88.3082572,1652,1578,1814
20538,17:54.7,200158513,-31.07,3.69,141.38,-14.67,22.5557187,88.3082572,1653,1577,1814
20572,17:54.7,200196646,-32.61,1.93,141.59,-14.67,22.5557187,88.3082572,1653,1576,1814
20606,17:54.8,200236278,-32.31,-0.79,142.17,-14.67,22.5557187,88.3082572,1655,1578,1814
20647,17:54.8,200277642,-30.47,-1.65,140.95,-14.67,22.5557187,88.3082572,1656,1584,1814
20680,17:54.9,200318396,-27.75,0.58,138.19,-15.56,22.5557048,88.3082672,1653,1589,1814
20719,17:54.9,200358963,-27.31,2.24,135.87,-15.56,22.5557048,88.3082672,1653,1602,1814
20756,17:54.9,200396060,-29.04,2.91,134.01,-15.56,22.5557048,88.3082672,1652,1630,1816
20790,17:55.0,200436799,-31.3,3.45,132.53,-15.56,22.5557048,88.3082672,1642,1631,1816
20832,17:55.0,200477652,-33.24,2.57,132.16,-15.56,22.5557048,88.3082672,1638,1655,1816
20866,17:55.1,200517713,-33.4,0.43,132.42,-15.91,22.5556916,88.3082764,1638,1671,1816
20907,17:55.1,200559260,-31.48,-0.44,131.14,-15.91,22.5556916,88.3082764,1625,1688,1816
20942,17:55.1,200596493,-28.57,2,128.04,-15.91,22.5556916,88.3082764,1606,1699,1816
20976,17:55.2,200636796,-27.58,4.19,125.27,-15.91,22.5556916,88.3082764,1605,1719,1816
21017,17:55.2,200677856,-29.16,5.6,123.01,-15.91,22.5556916,88.3082764,1602,1722,1816
21050,17:55.3,200718044,-31.92,7.55,120.72,-15.72,22.5556823,88.3082846,1600,1731,1816
21091,17:55.3,200759082,-34.25,8.25,119.35,-15.72,22.5556823,88.3082846,1596,1750,1816
21126,17:55.3,200796936,-34.64,7.32,118.67,-15.72,22.5556823,88.3082846,1586,1751,1817
21160,17:55.4,200836767,-32.66,6.76,116.86,-15.72,22.5556823,88.3082846,1587,1784,1817
21200,17:55.4,200878065,-29.93,9.12,113.3,-15.72,22.5556823,88.3082846,1589,1794,1817
21237,17:55.5,200917823,-28.62,10.77,110.39,-16.58,22.5556758,88.3082959,1587,1804,1817
21276,17:55.5,200958797,-30.17,11.62,108.25,-16.58,22.5556758,88.3082959,1584,1807,1817
21311,17:55.5,200996489,-33,13.94,105.78,-16.58,22.5556758,88.3082959,1574,1808,1819
21345,17:55.6,201036643,-35.69,15.61,103.87,-16.58,22.5556758,88.3082959,1571,1808,1819
21386,17:55.6,201077857,-36.67,15.52,102.86,-16.58,22.5556758,88.3082959,1568,1808,1819
21421,17:55.7,201117316,-35.01,14.96,101.28,-17.16,22.5556742,88.3083073,1548,1773,1819
